,U.S. Caribbean sea surface temperature,U.S. Caribbean sea surface temperature,U.S. Caribbean sea surface temperature
,Degrees Celsius,Degrees Celsius,Degrees Celsius
,monthly mean,monthly minimum,monthly maximum
198201,26.5234667278397,25.9889873794363,27.044177188149
198202,26.0229746808195,25.5858227693582,26.5270886240126
198203,25.739922433544,25.1430379891697,26.614303951022
198204,26.3261012548133,24.6965822630291,26.8893671397921
198205,26.7423152214851,25.0551897845691,27.4825317044801
198206,27.5998059019258,27.199493625496,28.2758228446864
198207,27.7750469657926,26.8017721538302,28.4200000762939
198208,28.0420334879453,27.296582282344,28.6110126640223
198209,28.3647848129272,27.8205064459692,29.1221519663364
198210,28.4702123429348,27.3831643454636,29.1774683360812
198211,27.7501983232136,27.1381012638913,28.220379744904
198212,26.7252429621032,26.2203797207603,27.3254430505294
198301,26.1580645084965,25.5413924108578,26.735949335219
198302,26.2157775851313,25.8950632795503,26.865569537199
198303,26.5010412371173,25.9467089447794,26.9607594646985
198304,26.8169493655112,26.4429113895078,27.4703797690476
198305,27.6964597916204,26.7584811343422,28.491518986376
198306,27.6957299896433,26.7153165310244,28.5130380799499
198307,27.7543160324439,26.2426582046702,28.920759539061
198308,28.3290894345976,27.2416455956954,28.88050629821
198309,28.2542109750997,26.8256961967372,28.908227799814
198310,28.5341404844372,28.145316498189,29.1150631964961
198311,28.289573819929,27.81215194509,29.0670885255065
198312,27.3166312914374,26.7982277930537,27.9192404928087
198401,26.7043364631151,26.3050632718243,27.1396202859999
198402,25.9252116970494,25.3313924813572,26.3320253589485
198403,26.1800898282856,25.8663290241097,27.1469620088988
198404,26.750324901951,25.8221518601043,27.0292405478562
198405,26.9846427211863,26.2510126572621,27.5813925296445
198406,27.007084388572,26.2356962131549,27.9677216735067
198407,27.2773662892689,25.8472151937364,28.6541771707655
198408,27.7805675780739,26.7164556044566,28.7422784249994
198409,28.0811308019775,27.0522784945331,28.7970885989032
198410,28.0788403639943,27.5643038447899,28.8127848709686
198411,27.2383291172076,26.9630379737178,27.5083544525919
198412,26.4032829848539,25.6188606793367,27.1875950294205
198501,25.8562597046584,25.3344304289999,26.1464557164832
198502,25.772179005159,25.5239240429069,25.9518988404093
198503,25.7153164508052,24.9244302677203,26.2905063870587
198504,26.0190717117696,25.605316258684,26.416835446901
198505,26.7412576476814,26.2659492734112,27.6906330494941
198506,27.5198692015958,26.4196202724795,28.378987372676
198507,27.9738219795835,26.9208860518057,28.6677215189873
198508,28.3278276794733,27.4794937809811,28.8578482036349
198509,28.3765780533416,27.4644303865071,29.2318987544579
198510,27.8323642096747,27.0992404599733,28.2792404754252
198511,27.3441223571069,26.6921519025972,28.1216455532026
198512,26.5973662738169,26.1726581959785,27.1427848671056
198601,26.0318374758401,25.7587341839754,26.256329186355
198602,25.7152124891229,25.3327849182902,26.1775949212569
198603,25.7921274052001,25.506202480461,26.0055696270134
198604,26.5876919943572,25.8307595554786,27.3970885457872
198605,27.0414128278216,26.2917722146722,27.5754430505294
198606,27.3733797524046,26.8941772316076,28.0906329336046
198607,27.7198325913018,26.6284809595422,28.3707595535471
198608,28.1054961016442,27.1007594579383,28.6769619953783
198609,28.1860548582761,26.5088607691511,28.8788606909257
198610,28.2505144849024,27.711772097817,28.5922784443143
198611,27.8134346072684,27.3862025103992,28.4564555928677
198612,26.7159207563295,26.2307594154454,27.4805062692377
198701,26.2126337373047,25.933164572414,26.4596202222607
198702,26.1809448635384,25.7317721209949,26.5112657909152
198703,26.118685183013,25.6703797835338,26.5516455203672
198704,26.8154641276171,26.2543037752562,27.5935444167898
198705,27.5989995880875,26.8324050179011,28.6072151811817
198706,27.909004210621,27.2526583128338,28.475316566757
198707,27.991486327801,27.4689873321147,28.4959494675262
198708,28.4604287457106,27.6554431190974,29.2437974953953
198709,29.0044261731176,27.9374683476702,29.6745570460452
198710,28.8808207404813,28.3274683167663,29.4311391371715
198711,28.5092742807252,27.6172152652016,29.2725315335431
198712,27.5777705228781,27.0516455927982,28.0225316542613
198801,26.7070191680484,26.2062025190909,27.0044303121446
198802,26.1058140375478,25.691012756734,26.5567088308214
198803,25.9950551055996,25.5998734824265,26.3540505759324
198804,26.6145105305603,25.5846836717823,27.5268353329429
198805,27.6425847169963,27.1421518446524,28.2198734042011
198806,28.0530295384081,27.2667088810402,28.6418986501573
198807,28.4435769638367,27.8237974915323,29.3570885477187
198808,28.1992935984414,27.4755695922465,28.7711392656157
198809,28.3153839803446,27.6987341385853,28.7489872703069
198810,28.2911269879916,27.8592405198496,28.7422784732867
198811,27.8963544370756,27.298101280309,28.4812659010102
198812,26.8424826497786,26.2816455696203,27.717468382437
198901,25.7974356810576,25.1367088269584,26.3354429896874
198902,25.4170298283182,25.1213923828511,25.7250633239746
198903,25.4025438884269,25.1515190269374,25.6773417026182
198904,25.9424810119822,25.4297468451005,26.7270886626425
198905,26.7591874304476,26.2718985352335,27.3531645521333
198906,27.2110548437899,26.3867088028147,28.9281012378161
198907,27.8506002430042,27.2982277689101,28.2988607913633
198908,28.3100490032677,27.4472151889077,28.6832911093024
198909,28.454641330896,27.8108859243272,29.1037974055809
198910,28.1340138913174,27.6777215064326,28.4698733559138
198911,28.0228438848182,27.8484810454936,28.2389873070053
198912,27.2873662525705,26.8160759889627,27.9212659280511
199001,26.5612780725581,26.0062023838864,27.0389873649501
199002,25.7876537040172,25.3073417808436,26.1848101796983
199003,25.3284973317431,24.6081012532681,25.7872151483463
199004,26.281632932832,25.816708794123,26.7763292095329
199005,26.730816646808,25.9770885902115,27.5996202155005
199006,27.6591392340036,27.2186075524439,28.0513924224467
199007,27.7649693767506,26.9687342100506,28.2458227857759
199008,28.2790853399897,27.565316502052,29.0365823673297
199009,28.9009704501317,28.4568355174004,29.5712658121616
199010,28.6157778766799,27.7579746729211,29.1831644758393
199011,28.1701518851493,27.4206329055979,28.6129114416581
199012,27.1779624414035,26.3886076770251,27.8869620938844
199101,26.3154553008011,25.9703797690476,26.7169621141651
199102,26.0650226022193,25.9210126128378,26.3124051395851
199103,26.0014454704151,25.6112657860865,26.270759413514
199104,26.0548185581899,25.7289873678473,26.7674682955199
199105,27.0657982839862,26.5036709218086,27.5329113730901
199106,27.6637004144081,26.6306329316731,28.360886054703
199107,27.6558717904455,27.048227841341,28.2237975446484
199108,28.1411310618826,27.602531674542,29.0458226988587
199109,28.4478354538543,27.9800000975404,29.1300000540818
199110,28.4959942695801,27.9259492898289,28.755443017694
199111,27.7344219288243,26.6494935675512,28.4658227751527
199112,26.5136708866679,25.6256962788256,27.6549366818199
199201,25.6432870535424,25.232784778257,26.0481012561653
199202,25.6718201739254,25.3684809962405,26.1435443298726
199203,25.9573826125905,25.7101265871072,26.9864557483528
199204,26.7776919900114,26.308354486393,27.063670870624
199205,26.9576480198802,26.357215157038,27.7050633007967
199206,27.518139239605,26.6258226467084,27.9508861107162
199207,27.7944222298774,27.2112658778323,28.4630379254305
199208,28.3707839993858,27.6969620909872,29.2597467446629
199209,28.3680295421101,27.7672151975994,28.7202531838719
199210,28.6414005595745,28.3065822697893,29.1041771852517
199211,28.0559704599501,27.6326582703409,28.3774683022801
199212,27.1897672596344,26.5496203989922,27.744556982306
199301,25.9905471731663,25.6010126524334,26.6606328698653
199302,25.8421564240137,25.5382278056084,26.1408860894698
199303,25.7935320603794,25.4622784626635,26.211012562619
199304,26.6566033584659,25.8686075814163,27.1018986038015
199305,27.2054063034525,26.2493670982651,28.0098734264132
199306,27.9502911523425,26.9654429954819,28.5217721673507
199307,27.8140710501244,27.1832910368714,28.557595096057
199308,27.9381053569415,27.1845568886286,28.702784888352
199309,28.6182953492499,27.7632911537267,29.3456962682024
199310,28.4666149330996,28.1683543482913,28.8683544352085
199311,27.9896455571621,27.3643038061601,28.4707594280001
199312,27.2404124227627,26.6858227886731,27.6727848535852
199401,26.3756757894308,26.04113926465,26.6541773156275
199402,25.9520072247193,25.5764555870732,26.4037974876694
199403,26.1175255337361,25.632784831373,26.5643037240716
199404,26.5264683566516,26.0282279388814,27.233670946918
199405,27.2709187405992,25.9577215411995,27.9472153096259
199406,27.6645105595327,26.7053164952918,28.2793670847446
199407,27.6229154782278,26.718987380402,28.3884808987002
199408,28.1060106145844,27.3377214987067,28.7263291757318
199409,28.2980253114982,27.9139239878594,28.7620252778258
199410,28.3211065793144,27.8410126891317,28.8273417557342
199411,27.9673839625427,27.4332910127278,28.2258227867416
199412,27.2296447761695,26.6711393187318,28.0968355830712
199501,26.4191343487404,25.9160758634157,26.7626582519918
199502,26.3385985445157,25.9913924494876,26.5967087564589
199503,26.2208860614632,25.9153164730796,26.621012627324
199504,26.5139113969441,26.0862024283107,27.0763290984721
199505,27.4900939157906,26.8548101594176,28.1312657609771
199506,28.151299596537,27.587088645259,29.0992404358296
199507,28.5611269893623,27.5575949511951,29.0564556363263
199508,28.6730624752271,28.0486076934428,29.0741772229158
199509,28.5092489540325,27.6686075427864,29.5598733636397
199510,28.4119845055813,28.0103798154034,28.7987342061876
199511,27.9985316489819,27.4670886993408,28.470379744904
199512,27.3613229792865,26.5092404522473,27.8006329113924
199601,26.7964148554523,26.0741771987722,27.3334177717378
199602,26.3135530470969,25.9226581718348,26.6074684481078
199603,26.2376398325648,25.808860682234,26.6740505363368
199604,26.6046244432152,25.956455641155,27.1459493033494
199605,26.7284279235678,26.2410126456731,27.5432911884936
199606,27.6567299484703,27.0326582751697,28.1670885448214
199607,27.5238260539418,26.8588607401787,28.2579746970647
199608,27.9777051949803,27.5002532427824,28.9559494936014
199609,28.3508101338576,27.8083544381057,28.9736708870417
199610,28.0462025182497,27.2667088810402,28.4443037057225
199611,27.7604557174167,26.4463291892522,28.3775949840304
199612,26.3107472610941,25.9943039085292,27.1065822311595
199701,26.1915230733514,25.7801265475116,26.9241771939435
199702,25.7362613048519,25.2416455956954,26.2574684770801
199703,25.7033850489562,25.2558227249339,26.2849366634707
199704,26.2663797434875,25.6558227780499,26.9050633152829
199705,27.330212331782,26.8596202270894,27.7718987042391
199706,27.8162151835639,26.8805063947847,28.6231645028802
199707,28.2095630796844,27.7005062103271,28.6321517847761
199708,28.1641078020612,27.3429113701929,28.6993671127512
199709,28.4265021038458,27.5636709189113,29.0068354063396
199710,28.3909310044537,27.9548101304453,29.1734176828891
199711,28.0311307987583,27.5413923867141,28.5630379930327
199712,27.7332666388528,27.2920252643054,28.1892404676993
199801,26.9847039479341,26.5994937268994,27.5065822601318
199802,26.7196699758119,26.4205063204222,27.219746770738
199803,26.486876273165,26.1786076992373,27.2565823808501
199804,26.8526076111613,26.3168354517297,27.7300000733967
199805,27.8557574473483,27.2491139279136,28.5184809769256
199806,28.6501392428885,27.6108860788466,29.5675949386404
199807,28.5699224055373,27.774050603939,29.129366935054
199808,29.1726255475282,28.3259494153759,29.6220253328734
199809,29.1863164644201,28.5075949415376,29.6592404812197
199810,29.033879134839,28.030885913704,29.7663291738003
199811,28.4297510509249,27.2262026146997,29.267215221743
199812,27.1836627182935,26.8534176983411,27.5224050690856
199901,26.5436014562492,26.1512658324423,26.8853163175945
199902,25.7803300241881,25.4341771813888,26.2977214040636
199903,26.117035518816,25.7486076113544,26.6310126389129
199904,26.9385780583957,26.2594936467424,27.4300000395956
199905,27.867337715582,27.283544347256,28.4677216010758
199906,28.2069113896366,27.6096202512331,28.8782278616217
199907,28.0981012845146,26.8875949956194,28.8796202985546
199908,28.9041527210327,27.8981012754802,29.2926582867586
199909,29.3911308022994,28.6950634582133,30.0603797767736
199910,28.6579011759012,27.6453164016144,29.4474683351155
199911,27.8896582261419,27.1018986762324,28.7203797690476
199912,26.4654185208266,26.0770886819574,27.5258227722554
200001,25.8972764472759,25.3654430244542,26.8159494520743
200002,25.481043228256,25.0212658025041,25.9234177070328
200003,25.3384360916617,24.9273417026182,25.9835443375986
200004,26.0708691955116,25.7706329249128,26.5464556971683
200005,27.1193180792962,26.6155695854863,27.7862025876588
200006,27.5562616050495,26.7811392047737,28.1283545192284
200007,27.7908452447943,26.7699999990343,28.2013923065572
200008,28.5007104924281,27.8143038206463,29.1397468953193
200009,28.9480084238173,28.1653163523614,29.5097467929502
200010,28.8190608252404,28.5354429317426,29.2069619818579
200011,28.3656371297716,27.7836709324318,29.0058227973648
200012,27.1689914393396,26.5299999864796,27.8916456005241
200101,26.4135524692123,26.0139240554616,26.8753164991548
200102,26.01727849881,25.7682278307178,26.3608860064156
200103,26.2398856674325,25.8287341926671,26.7758227722554
200104,26.6833966299451,26.181012672714,26.9882277718073
200105,27.1541568005314,26.6278479612326,27.6051898908012
200106,27.8958691979259,27.1750633143171,28.3810125906256
200107,28.2099346894544,27.4517721828026,28.6679746893388
200108,28.675438943616,27.861139249198,29.0741771504849
200109,29.0703080157187,28.5554430032078,29.5359493448764
200110,28.6194079310712,27.8425315180911,29.4241773388054
200111,28.1691054887409,27.5035443366328,29.3303796550896
200112,27.3724867095262,26.822151811817,27.7683543676062
200201,26.6468517791013,26.1935443878174,27.0549367107923
200202,26.091659134594,25.780126523368,26.4516455493396
200203,26.0142670627904,25.5943038071258,26.6193671166142
200204,26.3127046464365,25.7312658044356,26.9553163987172
200205,26.9730869642128,26.3554430611526,27.4656962141206
200206,27.4638565337105,26.836202476598,28.5756961967372
200207,28.0803675077165,27.1956959736498,28.6602532109128
200208,28.8032053826341,28.0401265832442,29.2306329751317
200209,28.8944936720128,28.4379746159421,29.4306329654742
200210,28.8253082876645,28.4869619683374,29.1556962653051
200211,28.6094050588487,28.3441771736628,28.8094937288308
200212,27.4809514104517,27.0013924369329,28.1734177311764
200301,26.9300571564705,26.4262026050423,27.2975948430315
200302,26.6003571651728,26.328481070603,26.7634176423278
200303,26.694622296808,26.2477214909807,26.9562025673782
200304,27.0161519086814,26.4802531230299,27.9249368015724
200305,27.5868190977222,27.10417730597,28.0351899062531
200306,27.5827130764346,26.8650632447834,28.1265822543374
200307,27.7402817440695,27.1381013846096,28.5869620359397
200308,28.3743650491698,27.6554431190974,28.8073417325563
200309,28.8474936714655,27.8379746690581,29.7631644719764
200310,29.3045406302611,28.5822784810127,29.7602531336531
200311,28.2433755528575,27.6774683602249,29.576202609871
200312,27.2635157154063,26.6635442323323,28.0513923500158
200401,26.4797754229308,26.1535443414616,26.7540506049048
200402,26.4040156971779,26.1325316610216,26.7313924620423
200403,26.0884483472918,25.7959494047527,26.3164556479152
200404,26.8482109906804,26.1891138100926,27.4932910098305
200405,26.88927316101,26.3641771485534,27.7253164460387
200406,28.0226540030306,27.1060760111748,28.6520252710656
200407,28.1266272074838,27.2440506657468,28.5554430756388
200408,28.6469579387461,27.4035441965996,29.1991138699688
200409,28.6116117976386,27.8349366489845,29.2693670972993
200410,29.0241935515024,28.3505064324488,29.6815189651296
200411,27.7067805970268,26.7602531819404,28.4054430949537
200412,26.9690363398373,26.474303764633,27.2891139259821
200501,25.9308819947996,25.2767089650601,26.4639239492296
200502,25.5027938570295,25.0311392772047,25.8001266189768
200503,26.3089138621357,25.7700000231779,26.6550632669956
200504,27.3714092721416,26.5372151966336,28.4794937085502
200505,28.0222417224714,27.4608860257306,29.0545568586905
200506,28.5844599293254,27.8094936805435,29.3887342380572
200507,28.810134744391,27.5796202647535,29.4759493719173
200508,29.4317354160993,28.326075976408,30.0437974326218
200509,29.8208776594717,28.586202549029,30.3392406173899
200510,29.2571661814031,28.6034177224847,29.9545570325248
200511,28.4993291090309,28.0362024910842,29.1708860759494
200512,27.4475295976894,26.9027848304073,28.2303798047802
200601,26.6043283229655,26.0626583340802,26.9832911672471
200602,26.3173056002336,26.0144302271589,26.5908861522433
200603,26.397447936532,25.7779745995244,26.7716455580313
200604,26.9872194024581,26.5901266653327,27.6297468837303
200605,27.7789179333476,26.8170885496502,28.6096202029458
200606,28.4803502207567,27.9330379389509,28.9467088964921
200607,28.3123560446338,27.5546834680099,28.913037988204
200608,28.4820253217206,27.4883544535577,29.107088596006
200609,29.2950506266662,28.4984809778914,30.0081011132349
200610,29.241294417687,28.6665823489805,29.7496201961855
200611,28.8310253199646,28.1549366576762,29.3910126746455
200612,27.6920498053168,27.0456961619703,28.4165822524059
200701,26.8066026992144,26.4101264808751,27.1087341791467
200702,26.6902531603146,26.3720252121551,26.9905063291139
200703,26.7437035555545,26.2889873890937,27.016329125513
200704,27.086654016036,26.4955696154244,27.4672153086602
200705,28.2123723954948,27.5503798134719,29.1884809807886
200706,28.5854092843422,28.0181012696858,28.885063292105
200707,28.562919559066,28.0384810001035,29.0441772847236
200708,28.780093932551,28.1160760710511,29.1458228630356
200709,29.1613923978202,28.9318986723695,29.361139249198
200710,29.0161127002447,28.1737974142726,29.4239241201666
200711,28.2605696271743,27.7011392086367,28.899113956886
200712,27.2633319736355,26.7682278790051,27.669240468665
200801,26.6038015575105,26.2825315692757,26.9272151898734
200802,26.1124836460881,25.9369619345363,26.3510125800024
200803,25.826320938696,25.5465822582003,26.0669621093364
200804,26.1278691899424,25.5439239936539,26.8816456130788
200805,27.372519396139,26.725316566757,27.8344304289999
200806,27.9227552792191,27.5275949405718,28.3540505517887
200807,28.0313964927863,27.5810126292555,28.6925316339807
200808,28.7166884450729,28.3256961484499,29.2632911778704
200809,29.0455063469802,28.7351899448829,29.5301266923735
200810,28.6649367011971,28.2921518977684,29.116455633429
200811,28.2867004281861,27.6054429887216,28.6640505488915
200812,26.8774479484013,26.3948102057735,27.4554431046112
200901,26.2518783248459,25.8117720929882,26.7649366885801
200902,26.1520569380541,25.8930378684515,26.382025296175
200903,25.6443732212202,25.356455694271,26.1155696579173
200904,26.3921687991307,25.4154429858244,26.9834179214284
200905,26.9054797901918,26.4463291168213,27.8973416437077
200906,28.0742362742686,27.6558227056189,28.6044303797468
200907,28.523189042334,28.0399999256375,28.8026583466349
200908,28.6579297791213,28.2513923162146,29.0053164325183
200909,29.0464979018843,28.4446836302552,29.4778481254095
200910,29.1188770993577,28.9631646071808,29.4199999555757
200911,28.6897974690305,28.4124051830437,28.9208861483803
200912,27.9979910159315,27.267848051047,28.7310127065152
201001,27.2569987786551,26.7360760169693,27.651265784155
201002,27.1347197123936,26.8415189815473,27.4193670538407
201003,27.4567864372468,26.8906329674057,27.8489874344838
201004,27.520544303218,27.0402531925636,28.1384810435621
201005,28.3837362245036,28.0773417557342,28.8037974200671
201006,28.7125021013027,28.0592405343358,29.1396203101436
201007,28.8869334268005,28.3402532505084,29.3382278876969
201008,29.4207554354187,28.9575949077365,30.0713924697683
201009,29.3025864910979,28.8243039046662,29.5443037250374
201010,29.0861249341922,28.7986076210119,29.4768353715728
201011,27.9950295267226,27.2291139288794,28.9081013112129
201012,27.080551233132,26.521012608009,27.5511392762389
201101,26.364891784344,25.926835386059,26.6343035879014
201102,26.2293715847767,25.9184808851797,26.4691139414341
201103,25.8750388027454,25.6165822910357,26.2854429800299
201104,26.6114430302809,26.1324050275585,27.0513924224467
201105,27.1906819084607,26.8550632814818,28.2130379012868
201106,28.4625864849815,27.9651898251304,28.86341770993
201107,28.4470600277709,28.1374683380127,28.8512658469285
201108,28.7402205071969,28.4960759319837,29.1682278355466
201109,28.9799999880891,28.5567086135285,29.4691138207158
201110,29.0500857531173,28.6679747134824,29.3439240757423
201111,28.5391097105002,28.0358228321317,28.9701265504089
201112,27.6494977584222,26.9781012957609,28.3427847850172
201201,26.6796570026714,26.1184810445279,27.1282277891908
201202,26.1315888213778,25.9682278934913,26.3848100976099
201203,26.226439347896,25.8858228031593,26.6626582809641
201204,26.8129704608193,26.411645623702,27.2037974731832
201205,27.4113760707134,26.6644304009933,27.8803797613216
201206,28.1622995698502,27.6058226235305,28.5777214146868
201207,28.348966927176,27.9256962160521,28.8327848941465
201208,28.6672805055593,28.0606329229814,29.077594829511
201209,29.0771097207371,28.4882279408129,29.4389873697788
201210,29.1005553311355,28.7427848864205,29.4811392916909
201211,28.8607088499431,28.7326581930812,28.99607590784
201212,27.8615843179811,27.3867088993893,28.6383544583864
201301,26.7920130538473,26.2718986800954,27.388733972477
201302,26.2084177355223,25.9212659763384,26.4360759348809
201303,26.253091066017,25.9220252700999,26.7517722407474
201304,26.7145569580014,26.3903798211979,27.1048100386994
201305,27.4880890096631,27.0059493583969,27.7756962595107
201306,27.6964514607619,27.1287342506119,28.0759493188013
201307,28.291457767728,27.6268354005451,28.9237976074219
201308,28.8208085056615,28.2168354565584,29.1339240738108
201309,29.1088312245622,28.5348101024386,29.6813924765285
201310,29.4016292209088,28.9875947734978,29.8301265813127
201311,28.5107679125629,28.0018986569175,29.1039239907567
201312,27.5894242509037,27.118734094161,28.1810126244267
201401,26.8356676136732,26.4927847415586,27.1165822910357
201402,26.40445751135,26.2169620417341,26.5587342177765
201403,26.6517272425847,26.3511391893218,26.9975948816613
201404,27.0161223592638,26.6187341183047,27.5439240902285
201405,27.4567047880834,27.0932910532891,27.8815189313285
201406,27.9452194028766,27.4279747009277,28.3410127132754
201407,28.1799346710429,27.732278509985,28.6113923471185
201408,28.4965782001973,28.2096203188353,28.9258227287968
201409,28.8564514972993,28.3394936911667,29.1231645994549
201410,29.155961631317,28.5267087960545,29.5358227838444
201411,28.817902958544,28.1389874084086,29.6072151087507
201412,27.7749489573568,27.3793671040595,28.3693671407579
201501,27.0887341606417,26.8926582577862,27.4655697255195
201502,27.053449352223,26.8260759281207,27.2307594878764
201503,26.6809595761468,26.4316456227363,26.9121518436866
201504,26.9098016851562,26.5878481321697,27.4948100802265
201505,27.5571580281692,26.9820252913463,28.131898735143
201506,28.1595189975787,27.8330379437797,28.5753163929227
201507,28.0938260548453,27.7931645791742,28.4460759706135
201508,28.4828868879986,28.09063283703,28.8850632438177
201509,29.2801012731303,28.6026581631431,29.9670885786226
201510,29.6143283010649,29.2163291641428,29.9845568982861
201511,28.8763881812116,28.4682278934913,29.490886157072
201512,27.9229644745795,27.2910127036179,28.4943038119545
201601,27.3177460163844,27.0260759667505,27.5303796937194
201602,27.0802138681133,26.8684810203842,27.2174683100061
201603,26.8461249559059,26.4136708899389,27.1920253657087
201604,27.4452194069005,26.7391139163247,28.075443074673
201605,28.0269620442887,27.5516455686545,28.3701266759559
201606,28.481291135957,28.0043037028252,29.0134177630461
201607,28.8434748822886,28.2018987438347,29.276455698134
201608,29.1045161193125,28.6358227307283,29.5013924852202
201609,29.4552489365203,28.9186075910737,29.9192404928087
201610,29.4366231188574,29.218101284172,29.8118988471695
201611,29.0107932529369,28.4672152603729,29.4148101323768
201612,28.1094855125119,27.6212657493881,28.589240544959
201701,27.0538096982832,26.6418987225883,27.6739239753047
201702,26.8403888024646,26.7124050478392,27.0670885255065
201703,26.7365659446607,26.3117721654192,27.1226582346083
201704,27.2577932430219,27.0127848854548,27.6864557145517
201705,27.6775581824045,27.034050543097,28.3332912107057
201706,28.299299583757,28.0251898463768,28.4868354797363
201707,28.751220901726,28.2803797420067,29.4392405159866
201708,29.2009269103755,28.8417721036114,29.531772082365
201709,29.0080295586888,27.9769620050358,29.7130379978615
201710,28.8143487192748,28.4127848419962,29.1184810203842
201711,28.5684303742421,28.2072151522093,28.9886075756218
201712,27.9368681052891,27.3674684114094,28.4118987457662
201801,27.2226255626375,26.705696250819,27.6949367523193
201802,26.5584222317604,26.230506172663,26.8379746449145
201803,26.6682441753482,26.1998734051668,27.0856962324698
201804,26.9395231971258,26.689620319801,27.0764557077915
201805,27.2506043374563,27.0268355502358,27.8307595796223
201806,28.0122826709023,27.5811393351495,28.3041773204562
201807,28.237799101238,27.9536708155765,28.4663291399992
201808,28.6779747017066,28.1158227558377,28.8912659174279
201809,29.0079662475908,28.6743037791192,29.3735442825511
201810,28.7652838081182,28.1141772934153,29.2459493709516
201811,28.4426962059761,27.9867087738423,29.1781012378161
201812,27.5603675079034,26.8310127258301,28.4173418600348
201901,26.6422907337455,26.4201266131824,26.9674684065807
201902,26.4994394016093,26.2627848371675,26.7205062817924
201903,26.5185504257557,26.3151898203017,27.0332910320427
201904,26.9121476620058,26.7494936592971,27.1906329046322
201905,27.3715557318018,26.8601264712177,27.7955696009382
201906,28.0448481080904,27.5081013305278,28.6302531520023
201907,28.4892609169066,27.8091138525854,28.8031645666195
201908,28.8747284477611,28.5417721663849,29.318987182424
201909,29.4409029691028,28.9207596114919,29.7125317054459
201910,29.5556145181652,29.2486076113544,29.8589873977854
201911,28.9332742570322,28.6297468595867,29.2941772847236
201912,28.2539852994371,27.7153164585934,28.9137973302527
202001,27.3592813428736,26.8888607749456,27.9183545172969
202002,27.0624225155228,26.774177237402,27.4035442931743
202003,26.8762719468615,26.6046834535237,27.1320252478877
202004,27.617341786799,26.9082277032393,27.8932911353775
202005,28.1954552980285,27.8124051637287,28.6937975581688
202006,28.6567763743018,28.1460759850997,29.1654429858244
202007,29.0966149459035,28.6313924427274,29.4505064759073
202008,29.1673948584697,28.8710127238986,29.3493671900109
202009,29.7123206681843,29.1989872606495,30.1156960740874
202010,29.2400000063241,29.0268355019485,29.631898735143
202011,28.4612531629796,28.1007595303692,28.9718986462943
202012,27.8152062021601,27.3929113557067,28.2124051685575
202101,27.0211923201262,26.8587341067157,27.2759493815748
202102,26.763065105321,26.5853165010863,26.9112659406058
202103,26.5162194070937,26.2758226998245,26.9468353850932
202104,26.8891434617183,26.4491138458252,27.3126582616492
202105,27.5920783681936,27.1839239386064,28.1877213973033
202106,28.0353038095724,27.6330380258681,28.4336708648295
202107,28.4067660207503,27.9853164576277,28.9064556073539
202108,28.7733687194039,28.534050615528,28.9532909393311
202109,29.5402749901201,29.1043038911457,30.0164555899705
202110,29.4575744985609,29.1679746169078,30.0739239801334
202111,28.8373291128295,28.4043037800849,29.2627847888802
202112,27.9191261648207,27.6069621074049,28.3950633278376
202201,27.1314577287243,26.8883543859554,27.5320253492911
202202,26.7459719676868,26.6501266624354,26.9210126852687
202203,26.6756921178616,26.554303833201,26.9325316465354
202204,26.8252658345025,26.7424050343188,26.9415190250059
202205,27.5077419467924,26.8592404957059,27.922405098058
202206,28.2466286800079,27.8944304261027,28.7737973853003
202207,28.448840344181,28.1462025944191,28.7187340169013
202208,28.948701522067,28.5284809402273,29.2462024688721
202209,29.2003839605468,28.7108860015869,29.6344304145137
202210,28.9944261494568,28.6469619123242,29.156835507743
202211,28.22265822817,27.9141772306418,28.6060759387439
202212,27.2974969335068,26.9164557638048,27.8470885602734
202301,26.8018783064656,26.4662024582489,26.9859494317936
202302,26.3549413926938,26.2125317054459,26.4825316561928
202303,26.4155532888317,26.2464557116545,26.6741771215125
202304,27.0934261804895,26.4173418600348,28.0243038467214
202305,28.2456186036764,28.0541772238816,28.4998734872552
202306,28.9275063422159,28.4418987563894,29.3473416581939
202307,29.1238668838196,28.7411392791362,29.4310125761394
202308,29.5626908937441,29.3645569040805,29.7429114233089
202309,30.0492658349532,29.767215221743,30.3722785032248
202310,30.0463168509107,29.4910126939605,30.3254430505294
202311,29.0182658127089,28.5082278191289,29.4718986462943
202312,27.9236218976994,27.500759462767,28.4565822504744
202401,27.2861657927308,26.9691139655777,27.5178481476216
202402,27.0494544172016,26.8208861773527,27.2916455329219
202403,27.3114852446544,26.8918987467319,27.6463290105892
202404,27.8154261898894,27.1705063687095,28.3120253357706
202405,29.0062882667563,28.2391138438937,29.5317722030833
202406,29.5827679509352,29.3017721779739,29.9718988635872
202407,29.497537748431,29.2206328669681,29.6875950052768
202408,29.6658472853225,29.3678480462183,29.9921518398237
202409,30.1785232012785,29.8436708329599,30.671518856966
202410,30.4875949425033,29.9775949309144,30.7736708484119
202411,29.4299535960588,28.9784810030008,29.8908861377571
202412,28.6197427482496,28.0689873031423,29.1017721634877
